Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001
"06001401100","14000US06001401100","Census Tract 4011","Census Tract 4011, Alameda County, California","ca","140","00","ACSSF","0002710",,,,,"06","001",,,,"401100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287
"06001401200","14000US06001401200","Census Tract 4012","Census Tract 4012, Alameda County, California","ca","140","00","ACSSF","0002711",,,,,"06","001",,,,"401200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619
"06001401300","14000US06001401300","Census Tract 4013","Census Tract 4013, Alameda County, California","ca","140","00","ACSSF","0002712",,,,,"06","001",,,,"401300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3921
"06001401400","14000US06001401400","Census Tract 4014","Census Tract 4014, Alameda County, California","ca","140","00","ACSSF","0002713",,,,,"06","001",,,,"401400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4732
"06001401500","14000US06001401500","Census Tract 4015","Census Tract 4015, Alameda County, California","ca","140","00","ACSSF","0002714",,,,,"06","001",,,,"401500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2839
"06001401600","14000US06001401600","Census Tract 4016","Census Tract 4016, Alameda County, California","ca","140","00","ACSSF","0002715",,,,,"06","001",,,,"401600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289
"06001401700","14000US06001401700","Census Tract 4017","Census Tract 4017, Alameda County, California","ca","140","00","ACSSF","0002716",,,,,"06","001",,,,"401700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3018
"06001401800","14000US06001401800","Census Tract 4018","Census Tract 4018, Alameda County, California","ca","140","00","ACSSF","0002717",,,,,"06","001",,,,"401800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801
"06001402200","14000US06001402200","Census Tract 4022","Census Tract 4022, Alameda County, California","ca","140","00","ACSSF","0002718",,,,,"06","001",,,,"402200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477
"06001402400","14000US06001402400","Census Tract 4024","Census Tract 4024, Alameda County, California","ca","140","00","ACSSF","0002719",,,,,"06","001",,,,"402400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866
"06001402500","14000US06001402500","Census Tract 4025","Census Tract 4025, Alameda County, California","ca","140","00","ACSSF","0002720",,,,,"06","001",,,,"402500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781
"06001402600","14000US06001402600","Census Tract 4026","Census Tract 4026, Alameda County, California","ca","140","00","ACSSF","0002721",,,,,"06","001",,,,"402600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243
"06001402700","14000US06001402700","Census Tract 4027","Census Tract 4027, Alameda County, California","ca","140","00","ACSSF","0002722",,,,,"06","001",,,,"402700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890
"06001402800","14000US06001402800","Census Tract 4028","Census Tract 4028, Alameda County, California","ca","140","00","ACSSF","0002723",,,,,"06","001",,,,"402800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4480
"06001402900","14000US06001402900","Census Tract 4029","Census Tract 4029, Alameda County, California","ca","140","00","ACSSF","0002724",,,,,"06","001",,,,"402900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406
"06001403000","14000US06001403000","Census Tract 4030","Census Tract 4030, Alameda County, California","ca","140","00","ACSSF","0002725",,,,,"06","001",,,,"403000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2905
"06001403100","14000US06001403100","Census Tract 4031","Census Tract 4031, Alameda County, California","ca","140","00","ACSSF","0002726",,,,,"06","001",,,,"403100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101
"06001403300","14000US06001403300","Census Tract 4033","Census Tract 4033, Alameda County, California","ca","140","00","ACSSF","0002727",,,,,"06","001",,,,"403300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4178
"06001403400","14000US06001403400","Census Tract 4034","Census Tract 4034, Alameda County, California","ca","140","00","ACSSF","0002728",,,,,"06","001",,,,"403400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4340
"06001403501","14000US06001403501","Census Tract 4035.01","Census Tract 4035.01, Alameda County, California","ca","140","00","ACSSF","0002729",,,,,"06","001",,,,"403501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492
"06001403502","14000US06001403502","Census Tract 4035.02","Census Tract 4035.02, Alameda County, California","ca","140","00","ACSSF","0002730",,,,,"06","001",,,,"403502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044
"06001403600","14000US06001403600","Census Tract 4036","Census Tract 4036, Alameda County, California","ca","140","00","ACSSF","0002731",,,,,"06","001",,,,"403600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5570
"06001403701","14000US06001403701","Census Tract 4037.01","Census Tract 4037.01, Alameda County, California","ca","140","00","ACSSF","0002732",,,,,"06","001",,,,"403701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2968
"06001403702","14000US06001403702","Census Tract 4037.02","Census Tract 4037.02, Alameda County, California","ca","140","00","ACSSF","0002733",,,,,"06","001",,,,"403702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930
"06001403800","14000US06001403800","Census Tract 4038","Census Tract 4038, Alameda County, California","ca","140","00","ACSSF","0002734",,,,,"06","001",,,,"403800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351
"06001403900","14000US06001403900","Census Tract 4039","Census Tract 4039, Alameda County, California","ca","140","00","ACSSF","0002735",,,,,"06","001",,,,"403900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4051
"06001404000","14000US06001404000","Census Tract 4040","Census Tract 4040, Alameda County, California","ca","140","00","ACSSF","0002736",,,,,"06","001",,,,"404000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895
"06001404101","14000US06001404101","Census Tract 4041.01","Census Tract 4041.01, Alameda County, California","ca","140","00","ACSSF","0002737",,,,,"06","001",,,,"404101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017
"06001404102","14000US06001404102","Census Tract 4041.02","Census Tract 4041.02, Alameda County, California","ca","140","00","ACSSF","0002738",,,,,"06","001",,,,"404102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653
"06001404200","14000US06001404200","Census Tract 4042","Census Tract 4042, Alameda County, California","ca","140","00","ACSSF","0002739",,,,,"06","001",,,,"404200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3877
"06001404300","14000US06001404300","Census Tract 4043","Census Tract 4043, Alameda County, California","ca","140","00","ACSSF","0002740",,,,,"06","001",,,,"404300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3443
"06001404400","14000US06001404400","Census Tract 4044","Census Tract 4044, Alameda County, California","ca","140","00","ACSSF","0002741",,,,,"06","001",,,,"404400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5628
"06001404501","14000US06001404501","Census Tract 4045.01","Census Tract 4045.01, Alameda County, California","ca","140","00","ACSSF","0002742",,,,,"06","001",,,,"404501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809
"06001404502","14000US06001404502","Census Tract 4045.02","Census Tract 4045.02, Alameda County, California","ca","140","00","ACSSF","0002743",,,,,"06","001",,,,"404502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5891
"06001404600","14000US06001404600","Census Tract 4046","Census Tract 4046, Alameda County, California","ca","140","00","ACSSF","0002744",,,,,"06","001",,,,"404600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4625
"06001404700","14000US06001404700","Census Tract 4047","Census Tract 4047, Alameda County, California","ca","140","00","ACSSF","0002745",,,,,"06","001",,,,"404700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137
"06001404800","14000US06001404800","Census Tract 4048","Census Tract 4048, Alameda County, California","ca","140","00","ACSSF","0002746",,,,,"06","001",,,,"404800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647
"06001404900","14000US06001404900","Census Tract 4049","Census Tract 4049, Alameda County, California","ca","140","00","ACSSF","0002747",,,,,"06","001",,,,"404900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4197
"06001405000","14000US06001405000","Census Tract 4050","Census Tract 4050, Alameda County, California","ca","140","00","ACSSF","0002748",,,,,"06","001",,,,"405000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394
"06001405100","14000US06001405100","Census Tract 4051","Census Tract 4051, Alameda County, California","ca","140","00","ACSSF","0002749",,,,,"06","001",,,,"405100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285
"06001405200","14000US06001405200","Census Tract 4052","Census Tract 4052, Alameda County, California","ca","140","00","ACSSF","0002750",,,,,"06","001",,,,"405200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5183
"06001405301","14000US06001405301","Census Tract 4053.01","Census Tract 4053.01, Alameda County, California","ca","140","00","ACSSF","0002751",,,,,"06","001",,,,"405301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954
"06001405302","14000US06001405302","Census Tract 4053.02","Census Tract 4053.02, Alameda County, California","ca","140","00","ACSSF","0002752",,,,,"06","001",,,,"405302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373
"06001405401","14000US06001405401","Census Tract 4054.01","Census Tract 4054.01, Alameda County, California","ca","140","00","ACSSF","0002753",,,,,"06","001",,,,"405401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648
"06001405402","14000US06001405402","Census Tract 4054.02","Census Tract 4054.02, Alameda County, California","ca","140","00","ACSSF","0002754",,,,,"06","001",,,,"405402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3357
"06001405500","14000US06001405500","Census Tract 4055","Census Tract 4055, Alameda County, California","ca","140","00","ACSSF","0002755",,,,,"06","001",,,,"405500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3880
"06001405600","14000US06001405600","Census Tract 4056","Census Tract 4056, Alameda County, California","ca","140","00","ACSSF","0002756",,,,,"06","001",,,,"405600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3269
"06001405700","14000US06001405700","Census Tract 4057","Census Tract 4057, Alameda County, California","ca","140","00","ACSSF","0002757",,,,,"06","001",,,,"405700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3531
"06001405800","14000US06001405800","Census Tract 4058","Census Tract 4058, Alameda County, California","ca","140","00","ACSSF","0002758",,,,,"06","001",,,,"405800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4370
"06001405901","14000US06001405901","Census Tract 4059.01","Census Tract 4059.01, Alameda County, California","ca","140","00","ACSSF","0002759",,,,,"06","001",,,,"405901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426
"06001405902","14000US06001405902","Census Tract 4059.02","Census Tract 4059.02, Alameda County, California","ca","140","00","ACSSF","0002760",,,,,"06","001",,,,"405902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942
"06001406000","14000US06001406000","Census Tract 4060","Census Tract 4060, Alameda County, California","ca","140","00","ACSSF","0002761",,,,,"06","001",,,,"406000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3796
"06001406100","14000US06001406100","Census Tract 4061","Census Tract 4061, Alameda County, California","ca","140","00","ACSSF","0002762",,,,,"06","001",,,,"406100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4733
"06001406201","14000US06001406201","Census Tract 4062.01","Census Tract 4062.01, Alameda County, California","ca","140","00","ACSSF","0002763",,,,,"06","001",,,,"406201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4995
"06001406202","14000US06001406202","Census Tract 4062.02","Census Tract 4062.02, Alameda County, California","ca","140","00","ACSSF","0002764",,,,,"06","001",,,,"406202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4817
"06001406300","14000US06001406300","Census Tract 4063","Census Tract 4063, Alameda County, California","ca","140","00","ACSSF","0002765",,,,,"06","001",,,,"406300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4383
"06001406400","14000US06001406400","Census Tract 4064","Census Tract 4064, Alameda County, California","ca","140","00","ACSSF","0002766",,,,,"06","001",,,,"406400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2545
"06001406500","14000US06001406500","Census Tract 4065","Census Tract 4065, Alameda County, California","ca","140","00","ACSSF","0002767",,,,,"06","001",,,,"406500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6586
"06001406601","14000US06001406601","Census Tract 4066.01","Census Tract 4066.01, Alameda County, California","ca","140","00","ACSSF","0002768",,,,,"06","001",,,,"406601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4955
"06001406602","14000US06001406602","Census Tract 4066.02","Census Tract 4066.02, Alameda County, California","ca","140","00","ACSSF","0002769",,,,,"06","001",,,,"406602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698
"06001406700","14000US06001406700","Census Tract 4067","Census Tract 4067, Alameda County, California","ca","140","00","ACSSF","0002770",,,,,"06","001",,,,"406700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159
"06001406800","14000US06001406800","Census Tract 4068","Census Tract 4068, Alameda County, California","ca","140","00","ACSSF","0002771",,,,,"06","001",,,,"406800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3611
"06001406900","14000US06001406900","Census Tract 4069","Census Tract 4069, Alameda County, California","ca","140","00","ACSSF","0002772",,,,,"06","001",,,,"406900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608
"06001407000","14000US06001407000","Census Tract 4070","Census Tract 4070, Alameda County, California","ca","140","00","ACSSF","0002773",,,,,"06","001",,,,"407000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5869
"06001407101","14000US06001407101","Census Tract 4071.01","Census Tract 4071.01, Alameda County, California","ca","140","00","ACSSF","0002774",,,,,"06","001",,,,"407101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821
"06001407102","14000US06001407102","Census Tract 4071.02","Census Tract 4071.02, Alameda County, California","ca","140","00","ACSSF","0002775",,,,,"06","001",,,,"407102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4387
"06001407200","14000US06001407200","Census Tract 4072","Census Tract 4072, Alameda County, California","ca","140","00","ACSSF","0002776",,,,,"06","001",,,,"407200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6985
"06001407300","14000US06001407300","Census Tract 4073","Census Tract 4073, Alameda County, California","ca","140","00","ACSSF","0002777",,,,,"06","001",,,,"407300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2420
"06001407400","14000US06001407400","Census Tract 4074","Census Tract 4074, Alameda County, California","ca","140","00","ACSSF","0002778",,,,,"06","001",,,,"407400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4531
"06001407500","14000US06001407500","Census Tract 4075","Census Tract 4075, Alameda County, California","ca","140","00","ACSSF","0002779",,,,,"06","001",,,,"407500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4299
"06001407600","14000US06001407600","Census Tract 4076","Census Tract 4076, Alameda County, California","ca","140","00","ACSSF","0002780",,,,,"06","001",,,,"407600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6327
"06001407700","14000US06001407700","Census Tract 4077","Census Tract 4077, Alameda County, California","ca","140","00","ACSSF","0002781",,,,,"06","001",,,,"407700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4122
"06001407800","14000US06001407800","Census Tract 4078","Census Tract 4078, Alameda County, California","ca","140","00","ACSSF","0002782",,,,,"06","001",,,,"407800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728
"06001407900","14000US06001407900","Census Tract 4079","Census Tract 4079, Alameda County, California","ca","140","00","ACSSF","0002783",,,,,"06","001",,,,"407900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2873
"06001408000","14000US06001408000","Census Tract 4080","Census Tract 4080, Alameda County, California","ca","140","00","ACSSF","0002784",,,,,"06","001",,,,"408000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700
"06001408100","14000US06001408100","Census Tract 4081","Census Tract 4081, Alameda County, California","ca","140","00","ACSSF","0002785",,,,,"06","001",,,,"408100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320
"06001408200","14000US06001408200","Census Tract 4082","Census Tract 4082, Alameda County, California","ca","140","00","ACSSF","0002786",,,,,"06","001",,,,"408200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570
"06001408300","14000US06001408300","Census Tract 4083","Census Tract 4083, Alameda County, California","ca","140","00","ACSSF","0002787",,,,,"06","001",,,,"408300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5047
"06001408400","14000US06001408400","Census Tract 4084","Census Tract 4084, Alameda County, California","ca","140","00","ACSSF","0002788",,,,,"06","001",,,,"408400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3201
"06001408500","14000US06001408500","Census Tract 4085","Census Tract 4085, Alameda County, California","ca","140","00","ACSSF","0002789",,,,,"06","001",,,,"408500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5977
"06001408600","14000US06001408600","Census Tract 4086","Census Tract 4086, Alameda County, California","ca","140","00","ACSSF","0002790",,,,,"06","001",,,,"408600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7096
"06001408700","14000US06001408700","Census Tract 4087","Census Tract 4087, Alameda County, California","ca","140","00","ACSSF","0002791",,,,,"06","001",,,,"408700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7909
"06001408800","14000US06001408800","Census Tract 4088","Census Tract 4088, Alameda County, California","ca","140","00","ACSSF","0002792",,,,,"06","001",,,,"408800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7149
"06001408900","14000US06001408900","Census Tract 4089","Census Tract 4089, Alameda County, California","ca","140","00","ACSSF","0002793",,,,,"06","001",,,,"408900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546
"06001409000","14000US06001409000","Census Tract 4090","Census Tract 4090, Alameda County, California","ca","140","00","ACSSF","0002794",,,,,"06","001",,,,"409000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4687
"06001409100","14000US06001409100","Census Tract 4091","Census Tract 4091, Alameda County, California","ca","140","00","ACSSF","0002795",,,,,"06","001",,,,"409100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490
"06001409200","14000US06001409200","Census Tract 4092","Census Tract 4092, Alameda County, California","ca","140","00","ACSSF","0002796",,,,,"06","001",,,,"409200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672
"06001409300","14000US06001409300","Census Tract 4093","Census Tract 4093, Alameda County, California","ca","140","00","ACSSF","0002797",,,,,"06","001",,,,"409300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303
"06001409400","14000US06001409400","Census Tract 4094","Census Tract 4094, Alameda County, California","ca","140","00","ACSSF","0002798",,,,,"06","001",,,,"409400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4780
"06001409500","14000US06001409500","Census Tract 4095","Census Tract 4095, Alameda County, California","ca","140","00","ACSSF","0002799",,,,,"06","001",,,,"409500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128
"06001409600","14000US06001409600","Census Tract 4096","Census Tract 4096, Alameda County, California","ca","140","00","ACSSF","0002800",,,,,"06","001",,,,"409600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4978
"06001409700","14000US06001409700","Census Tract 4097","Census Tract 4097, Alameda County, California","ca","140","00","ACSSF","0002801",,,,,"06","001",,,,"409700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4991
"06001409800","14000US06001409800","Census Tract 4098","Census Tract 4098, Alameda County, California","ca","140","00","ACSSF","0002802",,,,,"06","001",,,,"409800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516
"06001409900","14000US06001409900","Census Tract 4099","Census Tract 4099, Alameda County, California","ca","140","00","ACSSF","0002803",,,,,"06","001",,,,"409900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3642
"06001410000","14000US06001410000","Census Tract 4100","Census Tract 4100, Alameda County, California","ca","140","00","ACSSF","0002804",,,,,"06","001",,,,"410000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3242
"06001410100","14000US06001410100","Census Tract 4101","Census Tract 4101, Alameda County, California","ca","140","00","ACSSF","0002805",,,,,"06","001",,,,"410100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667
"06001410200","14000US06001410200","Census Tract 4102","Census Tract 4102, Alameda County, California","ca","140","00","ACSSF","0002806",,,,,"06","001",,,,"410200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3630
"06001410300","14000US06001410300","Census Tract 4103","Census Tract 4103, Alameda County, California","ca","140","00","ACSSF","0002807",,,,,"06","001",,,,"410300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3857
"06001410400","14000US06001410400","Census Tract 4104","Census Tract 4104, Alameda County, California","ca","140","00","ACSSF","0002808",,,,,"06","001",,,,"410400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4477
"06001410500","14000US06001410500","Census Tract 4105","Census Tract 4105, Alameda County, California","ca","140","00","ACSSF","0002809",,,,,"06","001",,,,"410500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705
"06001420100","14000US06001420100","Census Tract 4201","Census Tract 4201, Alameda County, California","ca","140","00","ACSSF","0002810",,,,,"06","001",,,,"420100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440
"06001420200","14000US06001420200","Census Tract 4202","Census Tract 4202, Alameda County, California","ca","140","00","ACSSF","0002811",,,,,"06","001",,,,"420200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332
"06001420300","14000US06001420300","Census Tract 4203","Census Tract 4203, Alameda County, California","ca","140","00","ACSSF","0002812",,,,,"06","001",,,,"420300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4977
"06001420400","14000US06001420400","Census Tract 4204","Census Tract 4204, Alameda County, California","ca","140","00","ACSSF","0002813",,,,,"06","001",,,,"420400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3062
